currentId,title,overview,genres,runtime,releaseDate,posterPath
1882,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.","Action, Drama, Thriller, Crime, Mystery",128.0,1993-07-08,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vXgWOXa7m3cEhOhYjR5q2UZCBBp.jpg
1895,What's Love Got to Do with It,A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.,"Drama, Music",118.0,1993-06-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/5Bl7O6zyv9Y1uWQ4gaCI2o7NrTE.jpg
1909,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",Adventure,127.0,1993-06-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg
1921,Last Action Hero,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.","Adventure, Fantasy, Action, Comedy, Family",130.0,1993-06-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yeLurMF2Xy3nex17hBbxft6zGR0.jpg
1952,Made in America,"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",Comedy,111.0,1993-05-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8swGX78Q5s7z47MRByf1E8MUNqP.jpg
1955,Manhattan Murder Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,"Comedy, Mystery",104.0,1993-08-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6y04YdXDoSNxiJ5g0h92NBiatyv.jpg
1961,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.","Action, Adventure, Drama, Thriller",133.0,1996-03-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wmgkFuEr8bHRAgs1HS5U46Rzo0I.jpg
1962,In the Realm of the Senses,"Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.","Drama, Romance",105.0,1976-05-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ztLv3Co2uLZMV7YERWbPrTMUi03.jpg
1994,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.","Comedy, Drama, Family",125.0,1993-11-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jx4NvllNGN7o5bpIhcCMh26Xwaj.jpg
1997,The Next Karate Kid,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",Adventure,107.0,1994-07-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gu5SOBWsoxDy6mWKAkOt20zTXOb.jpg
2006,Philadelphia,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,Drama,125.0,1993-12-22,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uyUSC7oX0alcAG9q6vke8WHGKkY.jpg
2010,The Piano,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.","Drama, Romance",121.0,1993-05-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yuGqa81ye11dDAeBZ9MResJSmoY.jpg
2011,Poetic Justice,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.","Drama, Romance",109.0,1993-07-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vfXuJbZucP2hgkuthwMyz1IEM8s.jpg
2012,The Puppet Masters,"The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.","Horror, Thriller",109.0,1994-10-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tlcrpwjZZdlgArmZiXtr4ecgQfy.jpg
2020,The Remains of the Day,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,"Drama, Romance",134.0,1993-11-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gvu4zaF0KeIRoZ5fVABQH3Wug3r.jpg
2025,Renaissance Man,"Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.","Comedy, War",128.0,1994-06-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uaiykEOEFs91WclowDhsVYNdGfX.jpg
2028,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.","Action, Drama, Thriller",125.0,1993-07-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/d07rjd7e54ClVLoixmf6alTiDDj.jpg
2058,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",Comedy,104.0,1993-07-28,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3pd3sdot0HfQTFzqgTUzaF4kcxP.jpg
2064,Romper Stomper,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?","Action, Drama, Thriller",94.0,1992-03-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wW9J9InM3gdZS6vcoJVQJo9pIVj.jpg
2100,Rudy,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",Drama,114.0,1993-09-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/lkimdKMignuOmaZ3SmEtpvBTbdQ.jpg
2105,The Saint of Fort Washington,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",Drama,99.0,1993-11-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8hLvln4x0zmRHxzDgdmBa2UioQ9.jpg
2115,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Drama, History, War",195.0,1993-11-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yPisjyLweCl1tbgwgtzBCNCBle.jpg
2126,Searching for Bobby Fischer,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,Drama,110.0,1993-08-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ceIEEgMqm3FxHmY9OdYGGA0Jr8J.jpg
2133,Second Best,The difficult relationship between a british postal officer and his adoptive son.,Drama,105.0,1994-09-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/f3uKBkqwE0Gj8lity7JR5E7sUpl.jpg
2134,Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.","Comedy, Crime, Horror, Thriller",95.0,1994-04-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/rH1TpgzOuZcjf6SpNTVMLs9GZUm.jpg
2145,Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham","Drama, Romance",131.0,1993-12-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bWFQadzdVWsHZOlGcJzILvdGZbQ.jpg
2150,Short Cuts,"Multi-storied, fish-eyed look at American culture with some 22 characters intersecting--profoundly or fleetingly--through each other's lives. Running the emotional gamut from disturbing to humorous, Altman's portrait of the contemporary human condition is nevertheless fascinating. Based on nine stories and a prose poem by Raymond Carver.","Comedy, Drama",187.0,1993-09-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/op1Us7HA7bgkJqRUhcoZQrVBHzr.jpg
2161,Sirens,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.","Comedy, Drama",98.0,1993-10-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ch1xbOAsBCYWbBio6OaBzcCkmld.jpg
2167,Six Degrees of Separation,"The story of a young, gay black con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.","Mystery, Drama, Comedy",112.0,1993-12-08,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uBbjfRWu5Z9YbzC1LyvA0o1DeyZ.jpg
2174,Sleepless in Seattle,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,"Comedy, Drama, Romance",105.0,1993-06-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/afkYP15OeUOD0tFEmj6VvejuOcz.jpg
